category;dataset;variable;period;scenario;sub_period;start_year;end_year;attribute;focal;variable_long;unit;path;valid
bioclim;chclim25;bio2;future;rcp85;2020_2049;2020;2049;NA;NA;mean diurnal range (mean of monthly (max temp - min temp));degree Celsius;./bioclim/chclim25/future/2020_2049/rcp85/bio2/bioclim_chclim25_future_2020_2049_rcp85_bio2.tif;yes
bioclim;chclim25;bio2;future;rcp85;2045_2070;2045;2070;NA;NA;mean diurnal range (mean of monthly (max temp - min temp));degree Celsius;./bioclim/chclim25/future/2045_2070/rcp85/bio2/bioclim_chclim25_future_2045_2070_rcp85_bio2.tif;yes
bioclim;chclim25;bio2;future;rcp26;2045_2070;2045;2070;NA;NA;mean diurnal range (mean of monthly (max temp - min temp));degree Celsius;./bioclim/chclim25/future/2045_2070/rcp26/bio2/bioclim_chclim25_future_2045_2070_rcp26_bio2.tif;yes
bioclim;chclim25;bio2;future;rcp45;2045_2070;2045;2070;NA;NA;mean diurnal range (mean of monthly (max temp - min temp));degree Celsius;./bioclim/chclim25/future/2045_2070/rcp45/bio2/bioclim_chclim25_future_2045_2070_rcp45_bio2.tif;yes
bioclim;chclim25;bio2;future;rcp45;2070_2099;2070;2099;NA;NA;mean diurnal range (mean of monthly (max temp - min temp));degree Celsius;./bioclim/chclim25/future/2070_2099/rcp45/bio2/bioclim_chclim25_future_2070_2099_rcp45_bio2.tif;yes
bioclim;chclim25;bio2;present;NA;1981_2010;1981;2010;NA;NA;mean diurnal range (mean of monthly (max temp - min temp));degree Celsius;./bioclim/chclim25/present/1981_2010/bio2/bioclim_chclim25_present_1981_2010_bio2.tif;yes
bioclim;chclim25;bio2;future;rcp26;2020_2049;2020;2049;NA;NA;mean diurnal range (mean of monthly (max temp - min temp));degree Celsius;./bioclim/chclim25/future/2020_2049/rcp26/bio2/bioclim_chclim25_future_2020_2049_rcp26_bio2.tif;yes
bioclim;chclim25;bio2;future;rcp26;2070_2099;2070;2099;NA;NA;mean diurnal range (mean of monthly (max temp - min temp));degree Celsius;./bioclim/chclim25/future/2070_2099/rcp26/bio2/bioclim_chclim25_future_2070_2099_rcp26_bio2.tif;yes
bioclim;chclim25;bio2;future;rcp45;2020_2049;2020;2049;NA;NA;mean diurnal range (mean of monthly (max temp - min temp));degree Celsius;./bioclim/chclim25/future/2020_2049/rcp45/bio2/bioclim_chclim25_future_2020_2049_rcp45_bio2.tif;yes
bioclim;chclim25;bio2;future;rcp85;2070_2099;2070;2099;NA;NA;mean diurnal range (mean of monthly (max temp - min temp));degree Celsius;./bioclim/chclim25/future/2070_2099/rcp85/bio2/bioclim_chclim25_future_2070_2099_rcp85_bio2.tif;yes
bioclim;chclim25;bio3;present;NA;1981_2010;1981;2010;NA;NA;isothermality (bio2/bio7) (* 100);degree Celsius;./bioclim/chclim25/present/1981_2010/bio3/bioclim_chclim25_present_1981_2010_bio3.tif;yes
bioclim;chclim25;bio3;future;rcp45;2020_2049;2020;2049;NA;NA;isothermality (bio2/bio7) (* 100);degree Celsius;./bioclim/chclim25/future/2020_2049/rcp45/bio3/bioclim_chclim25_future_2020_2049_rcp45_bio3.tif;yes
bioclim;chclim25;bio3;future;rcp26;2045_2070;2045;2070;NA;NA;isothermality (bio2/bio7) (* 100);degree Celsius;./bioclim/chclim25/future/2045_2070/rcp26/bio3/bioclim_chclim25_future_2045_2070_rcp26_bio3.tif;yes
bioclim;chclim25;bio3;future;rcp45;2045_2070;2045;2070;NA;NA;isothermality (bio2/bio7) (* 100);degree Celsius;./bioclim/chclim25/future/2045_2070/rcp45/bio3/bioclim_chclim25_future_2045_2070_rcp45_bio3.tif;yes
bioclim;chclim25;bio3;future;rcp45;2070_2099;2070;2099;NA;NA;isothermality (bio2/bio7) (* 100);degree Celsius;./bioclim/chclim25/future/2070_2099/rcp45/bio3/bioclim_chclim25_future_2070_2099_rcp45_bio3.tif;yes
bioclim;chclim25;bio3;future;rcp85;2020_2049;2020;2049;NA;NA;isothermality (bio2/bio7) (* 100);degree Celsius;./bioclim/chclim25/future/2020_2049/rcp85/bio3/bioclim_chclim25_future_2020_2049_rcp85_bio3.tif;yes
bioclim;chclim25;bio3;future;rcp26;2020_2049;2020;2049;NA;NA;isothermality (bio2/bio7) (* 100);degree Celsius;./bioclim/chclim25/future/2020_2049/rcp26/bio3/bioclim_chclim25_future_2020_2049_rcp26_bio3.tif;yes
bioclim;chclim25;bio3;future;rcp26;2070_2099;2070;2099;NA;NA;isothermality (bio2/bio7) (* 100);degree Celsius;./bioclim/chclim25/future/2070_2099/rcp26/bio3/bioclim_chclim25_future_2070_2099_rcp26_bio3.tif;yes
bioclim;chclim25;bio3;future;rcp85;2070_2099;2070;2099;NA;NA;isothermality (bio2/bio7) (* 100);degree Celsius;./bioclim/chclim25/future/2070_2099/rcp85/bio3/bioclim_chclim25_future_2070_2099_rcp85_bio3.tif;yes
bioclim;chclim25;bio3;future;rcp85;2045_2070;2045;2070;NA;NA;isothermality (bio2/bio7) (* 100);degree Celsius;./bioclim/chclim25/future/2045_2070/rcp85/bio3/bioclim_chclim25_future_2045_2070_rcp85_bio3.tif;yes
bioclim;chclim25;bio4;future;rcp45;2045_2070;2045;2070;NA;NA;temperature seasonality (standard deviation *100);degree Celsius;./bioclim/chclim25/future/2045_2070/rcp45/bio4/bioclim_chclim25_future_2045_2070_rcp45_bio4.tif;yes
bioclim;chclim25;bio4;future;rcp45;2020_2049;2020;2049;NA;NA;temperature seasonality (standard deviation *100);degree Celsius;./bioclim/chclim25/future/2020_2049/rcp45/bio4/bioclim_chclim25_future_2020_2049_rcp45_bio4.tif;yes
bioclim;chclim25;bio4;future;rcp26;2045_2070;2045;2070;NA;NA;temperature seasonality (standard deviation *100);degree Celsius;./bioclim/chclim25/future/2045_2070/rcp26/bio4/bioclim_chclim25_future_2045_2070_rcp26_bio4.tif;yes
bioclim;chclim25;bio4;present;NA;1981_2010;1981;2010;NA;NA;temperature seasonality (standard deviation *100);degree Celsius;./bioclim/chclim25/present/1981_2010/bio4/bioclim_chclim25_present_1981_2010_bio4.tif;yes
bioclim;chclim25;bio4;future;rcp26;2020_2049;2020;2049;NA;NA;temperature seasonality (standard deviation *100);degree Celsius;./bioclim/chclim25/future/2020_2049/rcp26/bio4/bioclim_chclim25_future_2020_2049_rcp26_bio4.tif;yes
bioclim;chclim25;bio4;future;rcp85;2020_2049;2020;2049;NA;NA;temperature seasonality (standard deviation *100);degree Celsius;./bioclim/chclim25/future/2020_2049/rcp85/bio4/bioclim_chclim25_future_2020_2049_rcp85_bio4.tif;yes
bioclim;chclim25;bio4;future;rcp85;2045_2070;2045;2070;NA;NA;temperature seasonality (standard deviation *100);degree Celsius;./bioclim/chclim25/future/2045_2070/rcp85/bio4/bioclim_chclim25_future_2045_2070_rcp85_bio4.tif;yes
bioclim;chclim25;bio4;future;rcp26;2070_2099;2070;2099;NA;NA;temperature seasonality (standard deviation *100);degree Celsius;./bioclim/chclim25/future/2070_2099/rcp26/bio4/bioclim_chclim25_future_2070_2099_rcp26_bio4.tif;yes
bioclim;chclim25;bio4;future;rcp45;2070_2099;2070;2099;NA;NA;temperature seasonality (standard deviation *100);degree Celsius;./bioclim/chclim25/future/2070_2099/rcp45/bio4/bioclim_chclim25_future_2070_2099_rcp45_bio4.tif;yes
bioclim;chclim25;bio4;future;rcp85;2070_2099;2070;2099;NA;NA;temperature seasonality (standard deviation *100);degree Celsius;./bioclim/chclim25/future/2070_2099/rcp85/bio4/bioclim_chclim25_future_2070_2099_rcp85_bio4.tif;yes
bioclim;chclim25;bio5;future;rcp85;2070_2099;2070;2099;NA;NA;maximum temperature of warmest month;degree Celsius;./bioclim/chclim25/future/2070_2099/rcp85/bio5/bioclim_chclim25_future_2070_2099_rcp85_bio5.tif;yes
bioclim;chclim25;bio5;future;rcp26;2045_2070;2045;2070;NA;NA;maximum temperature of warmest month;degree Celsius;./bioclim/chclim25/future/2045_2070/rcp26/bio5/bioclim_chclim25_future_2045_2070_rcp26_bio5.tif;yes
bioclim;chclim25;bio5;future;rcp45;2020_2049;2020;2049;NA;NA;maximum temperature of warmest month;degree Celsius;./bioclim/chclim25/future/2020_2049/rcp45/bio5/bioclim_chclim25_future_2020_2049_rcp45_bio5.tif;yes
bioclim;chclim25;bio5;future;rcp26;2020_2049;2020;2049;NA;NA;maximum temperature of warmest month;degree Celsius;./bioclim/chclim25/future/2020_2049/rcp26/bio5/bioclim_chclim25_future_2020_2049_rcp26_bio5.tif;yes
bioclim;chclim25;bio5;future;rcp26;2070_2099;2070;2099;NA;NA;maximum temperature of warmest month;degree Celsius;./bioclim/chclim25/future/2070_2099/rcp26/bio5/bioclim_chclim25_future_2070_2099_rcp26_bio5.tif;yes
bioclim;chclim25;bio5;future;rcp45;2045_2070;2045;2070;NA;NA;maximum temperature of warmest month;degree Celsius;./bioclim/chclim25/future/2045_2070/rcp45/bio5/bioclim_chclim25_future_2045_2070_rcp45_bio5.tif;yes
bioclim;chclim25;bio5;present;NA;1981_2010;1981;2010;NA;NA;maximum temperature of warmest month;degree Celsius;./bioclim/chclim25/present/1981_2010/bio5/bioclim_chclim25_present_1981_2010_bio5.tif;yes
bioclim;chclim25;bio5;future;rcp45;2070_2099;2070;2099;NA;NA;maximum temperature of warmest month;degree Celsius;./bioclim/chclim25/future/2070_2099/rcp45/bio5/bioclim_chclim25_future_2070_2099_rcp45_bio5.tif;yes
bioclim;chclim25;bio5;future;rcp85;2020_2049;2020;2049;NA;NA;maximum temperature of warmest month;degree Celsius;./bioclim/chclim25/future/2020_2049/rcp85/bio5/bioclim_chclim25_future_2020_2049_rcp85_bio5.tif;yes
bioclim;chclim25;bio5;future;rcp85;2045_2070;2045;2070;NA;NA;maximum temperature of warmest month;degree Celsius;./bioclim/chclim25/future/2045_2070/rcp85/bio5/bioclim_chclim25_future_2045_2070_rcp85_bio5.tif;yes
bioclim;chclim25;bio6;future;rcp45;2020_2049;2020;2049;NA;NA;minimum temperature of coldest month;degree Celsius;./bioclim/chclim25/future/2020_2049/rcp45/bio6/bioclim_chclim25_future_2020_2049_rcp45_bio6.tif;yes
bioclim;chclim25;bio6;future;rcp85;2070_2099;2070;2099;NA;NA;minimum temperature of coldest month;degree Celsius;./bioclim/chclim25/future/2070_2099/rcp85/bio6/bioclim_chclim25_future_2070_2099_rcp85_bio6.tif;yes
bioclim;chclim25;bio6;future;rcp45;2070_2099;2070;2099;NA;NA;minimum temperature of coldest month;degree Celsius;./bioclim/chclim25/future/2070_2099/rcp45/bio6/bioclim_chclim25_future_2070_2099_rcp45_bio6.tif;yes
bioclim;chclim25;bio6;future;rcp26;2070_2099;2070;2099;NA;NA;minimum temperature of coldest month;degree Celsius;./bioclim/chclim25/future/2070_2099/rcp26/bio6/bioclim_chclim25_future_2070_2099_rcp26_bio6.tif;yes
bioclim;chclim25;bio6;future;rcp45;2045_2070;2045;2070;NA;NA;minimum temperature of coldest month;degree Celsius;./bioclim/chclim25/future/2045_2070/rcp45/bio6/bioclim_chclim25_future_2045_2070_rcp45_bio6.tif;yes
bioclim;chclim25;bio6;future;rcp85;2020_2049;2020;2049;NA;NA;minimum temperature of coldest month;degree Celsius;./bioclim/chclim25/future/2020_2049/rcp85/bio6/bioclim_chclim25_future_2020_2049_rcp85_bio6.tif;yes
bioclim;chclim25;bio6;present;NA;1981_2010;1981;2010;NA;NA;minimum temperature of coldest month;degree Celsius;./bioclim/chclim25/present/1981_2010/bio6/bioclim_chclim25_present_1981_2010_bio6.tif;yes
bioclim;chclim25;bio6;future;rcp85;2045_2070;2045;2070;NA;NA;minimum temperature of coldest month;degree Celsius;./bioclim/chclim25/future/2045_2070/rcp85/bio6/bioclim_chclim25_future_2045_2070_rcp85_bio6.tif;yes
bioclim;chclim25;bio6;future;rcp26;2045_2070;2045;2070;NA;NA;minimum temperature of coldest month;degree Celsius;./bioclim/chclim25/future/2045_2070/rcp26/bio6/bioclim_chclim25_future_2045_2070_rcp26_bio6.tif;yes
bioclim;chclim25;bio6;future;rcp26;2020_2049;2020;2049;NA;NA;minimum temperature of coldest month;degree Celsius;./bioclim/chclim25/future/2020_2049/rcp26/bio6/bioclim_chclim25_future_2020_2049_rcp26_bio6.tif;yes
bioclim;chclim25;bio7;future;rcp45;2020_2049;2020;2049;NA;NA;temperature annual range (bio5-bio6);degree Celsius;./bioclim/chclim25/future/2020_2049/rcp45/bio7/bioclim_chclim25_future_2020_2049_rcp45_bio7.tif;yes
bioclim;chclim25;bio7;future;rcp45;2070_2099;2070;2099;NA;NA;temperature annual range (bio5-bio6);degree Celsius;./bioclim/chclim25/future/2070_2099/rcp45/bio7/bioclim_chclim25_future_2070_2099_rcp45_bio7.tif;yes
bioclim;chclim25;bio7;future;rcp26;2070_2099;2070;2099;NA;NA;temperature annual range (bio5-bio6);degree Celsius;./bioclim/chclim25/future/2070_2099/rcp26/bio7/bioclim_chclim25_future_2070_2099_rcp26_bio7.tif;yes
bioclim;chclim25;bio7;future;rcp85;2070_2099;2070;2099;NA;NA;temperature annual range (bio5-bio6);degree Celsius;./bioclim/chclim25/future/2070_2099/rcp85/bio7/bioclim_chclim25_future_2070_2099_rcp85_bio7.tif;yes
bioclim;chclim25;bio7;future;rcp45;2045_2070;2045;2070;NA;NA;temperature annual range (bio5-bio6);degree Celsius;./bioclim/chclim25/future/2045_2070/rcp45/bio7/bioclim_chclim25_future_2045_2070_rcp45_bio7.tif;yes
bioclim;chclim25;bio7;future;rcp26;2020_2049;2020;2049;NA;NA;temperature annual range (bio5-bio6);degree Celsius;./bioclim/chclim25/future/2020_2049/rcp26/bio7/bioclim_chclim25_future_2020_2049_rcp26_bio7.tif;yes
bioclim;chclim25;bio7;future;rcp85;2045_2070;2045;2070;NA;NA;temperature annual range (bio5-bio6);degree Celsius;./bioclim/chclim25/future/2045_2070/rcp85/bio7/bioclim_chclim25_future_2045_2070_rcp85_bio7.tif;yes
bioclim;chclim25;bio7;future;rcp26;2045_2070;2045;2070;NA;NA;temperature annual range (bio5-bio6);degree Celsius;./bioclim/chclim25/future/2045_2070/rcp26/bio7/bioclim_chclim25_future_2045_2070_rcp26_bio7.tif;yes
bioclim;chclim25;bio7;present;NA;1981_2010;1981;2010;NA;NA;temperature annual range (bio5-bio6);degree Celsius;./bioclim/chclim25/present/1981_2010/bio7/bioclim_chclim25_present_1981_2010_bio7.tif;yes
bioclim;chclim25;bio7;future;rcp85;2020_2049;2020;2049;NA;NA;temperature annual range (bio5-bio6);degree Celsius;./bioclim/chclim25/future/2020_2049/rcp85/bio7/bioclim_chclim25_future_2020_2049_rcp85_bio7.tif;yes
bioclim;chclim25;bio8;future;rcp45;2020_2049;2020;2049;NA;NA;mean temperature of wettest quarter;degree Celsius;./bioclim/chclim25/future/2020_2049/rcp45/bio8/bioclim_chclim25_future_2020_2049_rcp45_bio8.tif;yes
bioclim;chclim25;bio8;future;rcp45;2070_2099;2070;2099;NA;NA;mean temperature of wettest quarter;degree Celsius;./bioclim/chclim25/future/2070_2099/rcp45/bio8/bioclim_chclim25_future_2070_2099_rcp45_bio8.tif;yes
bioclim;chclim25;bio8;future;rcp85;2070_2099;2070;2099;NA;NA;mean temperature of wettest quarter;degree Celsius;./bioclim/chclim25/future/2070_2099/rcp85/bio8/bioclim_chclim25_future_2070_2099_rcp85_bio8.tif;yes
bioclim;chclim25;bio8;future;rcp26;2045_2070;2045;2070;NA;NA;mean temperature of wettest quarter;degree Celsius;./bioclim/chclim25/future/2045_2070/rcp26/bio8/bioclim_chclim25_future_2045_2070_rcp26_bio8.tif;yes
bioclim;chclim25;bio8;future;rcp26;2020_2049;2020;2049;NA;NA;mean temperature of wettest quarter;degree Celsius;./bioclim/chclim25/future/2020_2049/rcp26/bio8/bioclim_chclim25_future_2020_2049_rcp26_bio8.tif;yes
bioclim;chclim25;bio8;future;rcp26;2070_2099;2070;2099;NA;NA;mean temperature of wettest quarter;degree Celsius;./bioclim/chclim25/future/2070_2099/rcp26/bio8/bioclim_chclim25_future_2070_2099_rcp26_bio8.tif;yes
bioclim;chclim25;bio8;future;rcp85;2020_2049;2020;2049;NA;NA;mean temperature of wettest quarter;degree Celsius;./bioclim/chclim25/future/2020_2049/rcp85/bio8/bioclim_chclim25_future_2020_2049_rcp85_bio8.tif;yes
bioclim;chclim25;bio8;future;rcp45;2045_2070;2045;2070;NA;NA;mean temperature of wettest quarter;degree Celsius;./bioclim/chclim25/future/2045_2070/rcp45/bio8/bioclim_chclim25_future_2045_2070_rcp45_bio8.tif;yes
bioclim;chclim25;bio8;future;rcp85;2045_2070;2045;2070;NA;NA;mean temperature of wettest quarter;degree Celsius;./bioclim/chclim25/future/2045_2070/rcp85/bio8/bioclim_chclim25_future_2045_2070_rcp85_bio8.tif;yes
bioclim;chclim25;bio8;present;NA;1981_2010;1981;2010;NA;NA;mean temperature of wettest quarter;degree Celsius;./bioclim/chclim25/present/1981_2010/bio8/bioclim_chclim25_present_1981_2010_bio8.tif;yes
bioclim;chclim25;bio9;future;rcp26;2070_2099;2070;2099;NA;NA;mean temperature of driest quarter;degree Celsius;./bioclim/chclim25/future/2070_2099/rcp26/bio9/bioclim_chclim25_future_2070_2099_rcp26_bio9.tif;yes
bioclim;chclim25;bio9;future;rcp85;2045_2070;2045;2070;NA;NA;mean temperature of driest quarter;degree Celsius;./bioclim/chclim25/future/2045_2070/rcp85/bio9/bioclim_chclim25_future_2045_2070_rcp85_bio9.tif;yes
bioclim;chclim25;bio9;future;rcp85;2070_2099;2070;2099;NA;NA;mean temperature of driest quarter;degree Celsius;./bioclim/chclim25/future/2070_2099/rcp85/bio9/bioclim_chclim25_future_2070_2099_rcp85_bio9.tif;yes
bioclim;chclim25;bio9;future;rcp45;2045_2070;2045;2070;NA;NA;mean temperature of driest quarter;degree Celsius;./bioclim/chclim25/future/2045_2070/rcp45/bio9/bioclim_chclim25_future_2045_2070_rcp45_bio9.tif;yes
bioclim;chclim25;bio9;future;rcp26;2045_2070;2045;2070;NA;NA;mean temperature of driest quarter;degree Celsius;./bioclim/chclim25/future/2045_2070/rcp26/bio9/bioclim_chclim25_future_2045_2070_rcp26_bio9.tif;yes
bioclim;chclim25;bio9;future;rcp45;2070_2099;2070;2099;NA;NA;mean temperature of driest quarter;degree Celsius;./bioclim/chclim25/future/2070_2099/rcp45/bio9/bioclim_chclim25_future_2070_2099_rcp45_bio9.tif;yes
bioclim;chclim25;bio9;present;NA;1981_2010;1981;2010;NA;NA;mean temperature of driest quarter;degree Celsius;./bioclim/chclim25/present/1981_2010/bio9/bioclim_chclim25_present_1981_2010_bio9.tif;yes
bioclim;chclim25;bio9;future;rcp85;2020_2049;2020;2049;NA;NA;mean temperature of driest quarter;degree Celsius;./bioclim/chclim25/future/2020_2049/rcp85/bio9/bioclim_chclim25_future_2020_2049_rcp85_bio9.tif;yes
bioclim;chclim25;bio9;future;rcp45;2020_2049;2020;2049;NA;NA;mean temperature of driest quarter;degree Celsius;./bioclim/chclim25/future/2020_2049/rcp45/bio9/bioclim_chclim25_future_2020_2049_rcp45_bio9.tif;yes
bioclim;chclim25;bio9;future;rcp26;2020_2049;2020;2049;NA;NA;mean temperature of driest quarter;degree Celsius;./bioclim/chclim25/future/2020_2049/rcp26/bio9/bioclim_chclim25_future_2020_2049_rcp26_bio9.tif;yes
bioclim;chclim25;etp;future;rcp45;2070_2099;2070;2099;NA;NA;evapotranspiration;millimeter;./bioclim/chclim25/future/2070_2099/rcp45/etp/bioclim_chclim25_future_2070_2099_rcp45_etp.tif;yes
bioclim;chclim25;etp;future;rcp85;2045_2070;2045;2070;NA;NA;evapotranspiration;millimeter;./bioclim/chclim25/future/2045_2070/rcp85/etp/bioclim_chclim25_future_2045_2070_rcp85_etp.tif;yes
bioclim;chclim25;etp;future;rcp26;2070_2099;2070;2099;NA;NA;evapotranspiration;millimeter;./bioclim/chclim25/future/2070_2099/rcp26/etp/bioclim_chclim25_future_2070_2099_rcp26_etp.tif;yes
bioclim;chclim25;etp;future;rcp26;2045_2070;2045;2070;NA;NA;evapotranspiration;millimeter;./bioclim/chclim25/future/2045_2070/rcp26/etp/bioclim_chclim25_future_2045_2070_rcp26_etp.tif;yes
bioclim;chclim25;etp;future;rcp85;2020_2049;2020;2049;NA;NA;evapotranspiration;millimeter;./bioclim/chclim25/future/2020_2049/rcp85/etp/bioclim_chclim25_future_2020_2049_rcp85_etp.tif;yes
bioclim;chclim25;etp;present;NA;1981_2010;1981;2010;NA;NA;evapotranspiration;millimeter;./bioclim/chclim25/present/1981_2010/etp/bioclim_chclim25_present_1981_2010_etp.tif;yes
bioclim;chclim25;etp;future;rcp85;2070_2099;2070;2099;NA;NA;evapotranspiration;millimeter;./bioclim/chclim25/future/2070_2099/rcp85/etp/bioclim_chclim25_future_2070_2099_rcp85_etp.tif;yes
bioclim;chclim25;etp;future;rcp45;2045_2070;2045;2070;NA;NA;evapotranspiration;millimeter;./bioclim/chclim25/future/2045_2070/rcp45/etp/bioclim_chclim25_future_2045_2070_rcp45_etp.tif;yes
bioclim;chclim25;etp;future;rcp45;2020_2049;2020;2049;NA;NA;evapotranspiration;millimeter;./bioclim/chclim25/future/2020_2049/rcp45/etp/bioclim_chclim25_future_2020_2049_rcp45_etp.tif;yes
bioclim;chclim25;etp;future;rcp26;2020_2049;2020;2049;NA;NA;evapotranspiration;millimeter;./bioclim/chclim25/future/2020_2049/rcp26/etp/bioclim_chclim25_future_2020_2049_rcp26_etp.tif;yes
bioclim;chclim25;gdd0;future;rcp26;2045_2070;2045;2070;NA;NA;growing degree days above 0;degree Celsius;./bioclim/chclim25/future/2045_2070/rcp26/gdd0/bioclim_chclim25_future_2045_2070_rcp26_gdd0.tif;yes
bioclim;chclim25;gdd0;future;rcp26;2070_2099;2070;2099;NA;NA;growing degree days above 0;degree Celsius;./bioclim/chclim25/future/2070_2099/rcp26/gdd0/bioclim_chclim25_future_2070_2099_rcp26_gdd0.tif;yes
bioclim;chclim25;gdd0;future;rcp45;2070_2099;2070;2099;NA;NA;growing degree days above 0;degree Celsius;./bioclim/chclim25/future/2070_2099/rcp45/gdd0/bioclim_chclim25_future_2070_2099_rcp45_gdd0.tif;yes
bioclim;chclim25;gdd0;future;rcp85;2045_2070;2045;2070;NA;NA;growing degree days above 0;degree Celsius;./bioclim/chclim25/future/2045_2070/rcp85/gdd0/bioclim_chclim25_future_2045_2070_rcp85_gdd0.tif;yes
